Match_ID,Nombre_Eq1,Nombre_Eq2,Gol_Match_Eq1,Gol_Match_Eq2,GANADOR,Gls90_Eq1,Ast90_Eq1,G+A90_Eq1,G-PK90_Eq1,G+A-PK90_Eq1,SCA90_Eq1,GCA90_Eq1,Sh90_Eq1,SoT90_Eq1,SoT%_Eq1,G/Sh_Eq1,G/SoT_Eq1,GA90_Eq1,Save%_Eq1,SoTA_Eq1,Gls90_Eq2,Ast90_Eq2,G+A90_Eq2,G-PK90_Eq2,G+A-PK90_Eq2,SCA90_Eq2,GCA90_Eq2,Sh90_Eq2,SoT90_Eq2,SoT%_Eq2,G/Sh_Eq2,G/SoT_Eq2,GA90_Eq2,Save%_Eq2,SoTA_Eq2
95,it Milan,at RB Salzburg,4,0,1,1.17,0.75,1.92,1.0,1.75,20.17,2.08,11.25,3.5,0.31,0.09,0.29,0.92,0.81,52,0.83,0.5,1.33,0.67,1.17,22.33,1.5,14.0,4.5,0.32,0.05,0.15,1.5,0.7,30
96,il Maccabi Haifa,pt Benfica,1,6,2,1.17,1.0,2.17,1.0,2.0,23.33,2.17,12.67,3.5,0.28,0.08,0.29,3.5,0.5,42,2.5,1.6,4.1,2.0,3.6,25.4,4.7,13.3,4.8,0.36,0.15,0.42,1.3,0.68,31
97,it Milan,eng Tottenham,1,0,1,1.17,0.75,1.92,1.0,1.75,20.17,2.08,11.25,3.5,0.31,0.09,0.29,0.92,0.81,52,1.0,0.87,1.87,0.87,1.75,22.12,1.87,11.87,3.62,0.3,0.07,0.24,0.87,0.77,30
98,fr Paris S-G,de Bayern Munich,0,1,2,1.87,1.5,3.38,1.75,3.25,22.37,3.5,12.38,5.12,0.41,0.14,0.34,1.25,0.74,35,2.1,1.9,4.0,2.0,3.9,30.2,3.9,16.7,7.2,0.43,0.12,0.28,0.6,0.83,36
99,be Club Brugge,pt Benfica,0,2,2,1.0,0.87,1.87,0.87,1.75,14.63,1.87,8.37,2.5,0.3,0.1,0.35,1.37,0.8,45,2.5,1.6,4.1,2.0,3.6,25.4,4.7,13.3,4.8,0.36,0.15,0.42,1.3,0.68,31
100,de Dortmund,eng Chelsea,1,0,1,1.37,1.25,2.62,1.37,2.62,21.12,2.62,12.12,3.38,0.28,0.11,0.41,0.87,0.83,36,1.2,0.7,1.9,1.0,1.7,28.3,2.0,15.2,5.1,0.34,0.07,0.2,0.9,0.76,37
101,eng Liverpool,es Real Madrid,2,5,2,2.37,1.87,4.25,2.25,4.12,27.75,3.87,15.75,6.87,0.44,0.14,0.33,1.5,0.61,28,2.17,1.75,3.92,1.92,3.67,27.92,3.75,15.33,6.17,0.4,0.13,0.31,1.08,0.78,58
102,de Eint Frankfurt,it Napoli,0,2,2,0.87,0.62,1.5,0.75,1.37,16.12,1.5,9.37,3.25,0.35,0.08,0.23,1.62,0.73,41,2.6,2.0,4.6,2.2,4.2,31.5,4.7,16.7,6.3,0.38,0.13,0.35,0.8,0.77,30
103,it Inter,pt Porto,1,0,1,1.46,1.31,2.77,1.38,2.69,21.62,2.69,12.77,4.77,0.37,0.11,0.29,0.85,0.81,57,1.5,0.87,2.37,1.13,2.0,24.12,2.25,13.87,4.75,0.34,0.08,0.24,1.0,0.82,38
104,de RB Leipzig,eng Manchester City,1,1,0,1.62,1.5,3.12,1.62,3.12,19.5,2.62,11.0,4.25,0.39,0.15,0.38,2.12,0.62,39,2.38,1.77,4.15,2.23,4.0,28.08,4.0,15.08,6.54,0.43,0.15,0.34,0.38,0.89,37
105,pt Benfica,be Club Brugge,5,1,1,2.5,1.6,4.1,2.0,3.6,25.4,4.7,13.3,4.8,0.36,0.15,0.42,1.3,0.68,31,1.0,0.87,1.87,0.87,1.75,14.63,1.87,8.37,2.5,0.3,0.1,0.35,1.37,0.8,45
106,eng Chelsea,de Dortmund,2,0,1,1.2,0.7,1.9,1.0,1.7,28.3,2.0,15.2,5.1,0.34,0.07,0.2,0.9,0.76,37,1.37,1.25,2.62,1.37,2.62,21.12,2.62,12.12,3.38,0.28,0.11,0.41,0.87,0.83,36
107,eng Tottenham,it Milan,0,0,2,1.0,0.87,1.87,0.87,1.75,22.12,1.87,11.87,3.62,0.3,0.07,0.24,0.87,0.77,30,1.17,0.75,1.92,1.0,1.75,20.17,2.08,11.25,3.5,0.31,0.09,0.29,0.92,0.81,52
108,de Bayern Munich,fr Paris S-G,2,0,1,2.1,1.9,4.0,2.0,3.9,30.2,3.9,16.7,7.2,0.43,0.12,0.28,0.6,0.83,36,1.87,1.5,3.38,1.75,3.25,22.37,3.5,12.38,5.12,0.41,0.14,0.34,1.25,0.74,35
109,pt Porto,it Inter,0,0,2,1.5,0.87,2.37,1.13,2.0,24.12,2.25,13.87,4.75,0.34,0.08,0.24,1.0,0.82,38,1.46,1.31,2.77,1.38,2.69,21.62,2.69,12.77,4.77,0.37,0.11,0.29,0.85,0.81,57
110,eng Manchester City,de RB Leipzig,7,0,1,2.38,1.77,4.15,2.23,4.0,28.08,4.0,15.08,6.54,0.43,0.15,0.34,0.38,0.89,37,1.62,1.5,3.12,1.62,3.12,19.5,2.62,11.0,4.25,0.39,0.15,0.38,2.12,0.62,39
111,es Real Madrid,eng Liverpool,1,0,1,2.17,1.75,3.92,1.92,3.67,27.92,3.75,15.33,6.17,0.4,0.13,0.31,1.08,0.78,58,2.37,1.87,4.25,2.25,4.12,27.75,3.87,15.75,6.87,0.44,0.14,0.33,1.5,0.61,28
112,it Napoli,de Eint Frankfurt,3,0,1,2.6,2.0,4.6,2.2,4.2,31.5,4.7,16.7,6.3,0.38,0.13,0.35,0.8,0.77,30,0.87,0.62,1.5,0.75,1.37,16.12,1.5,9.37,3.25,0.35,0.08,0.23,1.62,0.73,41
113,pt Benfica,it Inter,0,2,2,2.5,1.6,4.1,2.0,3.6,25.4,4.7,13.3,4.8,0.36,0.15,0.42,1.3,0.68,31,1.46,1.31,2.77,1.38,2.69,21.62,2.69,12.77,4.77,0.37,0.11,0.29,0.85,0.81,57
114,eng Manchester City,de Bayern Munich,3,0,1,2.38,1.77,4.15,2.23,4.0,28.08,4.0,15.08,6.54,0.43,0.15,0.34,0.38,0.89,37,2.1,1.9,4.0,2.0,3.9,30.2,3.9,16.7,7.2,0.43,0.12,0.28,0.6,0.83,36
115,it Milan,it Napoli,1,0,1,1.17,0.75,1.92,1.0,1.75,20.17,2.08,11.25,3.5,0.31,0.09,0.29,0.92,0.81,52,2.6,2.0,4.6,2.2,4.2,31.5,4.7,16.7,6.3,0.38,0.13,0.35,0.8,0.77,30
116,es Real Madrid,eng Chelsea,2,0,1,2.17,1.75,3.92,1.92,3.67,27.92,3.75,15.33,6.17,0.4,0.13,0.31,1.08,0.78,58,1.2,0.7,1.9,1.0,1.7,28.3,2.0,15.2,5.1,0.34,0.07,0.2,0.9,0.76,37
117,eng Chelsea,es Real Madrid,0,2,2,1.2,0.7,1.9,1.0,1.7,28.3,2.0,15.2,5.1,0.34,0.07,0.2,0.9,0.76,37,2.17,1.75,3.92,1.92,3.67,27.92,3.75,15.33,6.17,0.4,0.13,0.31,1.08,0.78,58
118,it Napoli,it Milan,1,1,2,2.6,2.0,4.6,2.2,4.2,31.5,4.7,16.7,6.3,0.38,0.13,0.35,0.8,0.77,30,1.17,0.75,1.92,1.0,1.75,20.17,2.08,11.25,3.5,0.31,0.09,0.29,0.92,0.81,52
119,it Inter,pt Benfica,3,3,1,1.46,1.31,2.77,1.38,2.69,21.62,2.69,12.77,4.77,0.37,0.11,0.29,0.85,0.81,57,2.5,1.6,4.1,2.0,3.6,25.4,4.7,13.3,4.8,0.36,0.15,0.42,1.3,0.68,31
120,de Bayern Munich,eng Manchester City,1,1,2,2.1,1.9,4.0,2.0,3.9,30.2,3.9,16.7,7.2,0.43,0.12,0.28,0.6,0.83,36,2.38,1.77,4.15,2.23,4.0,28.08,4.0,15.08,6.54,0.43,0.15,0.34,0.38,0.89,37
121,es Real Madrid,eng Manchester City,1,1,0,2.17,1.75,3.92,1.92,3.67,27.92,3.75,15.33,6.17,0.4,0.13,0.31,1.08,0.78,58,2.38,1.77,4.15,2.23,4.0,28.08,4.0,15.08,6.54,0.43,0.15,0.34,0.38,0.89,37
122,it Milan,it Inter,0,2,2,1.17,0.75,1.92,1.0,1.75,20.17,2.08,11.25,3.5,0.31,0.09,0.29,0.92,0.81,52,1.46,1.31,2.77,1.38,2.69,21.62,2.69,12.77,4.77,0.37,0.11,0.29,0.85,0.81,57
123,it Inter,it Milan,1,0,1,1.46,1.31,2.77,1.38,2.69,21.62,2.69,12.77,4.77,0.37,0.11,0.29,0.85,0.81,57,1.17,0.75,1.92,1.0,1.75,20.17,2.08,11.25,3.5,0.31,0.09,0.29,0.92,0.81,52
124,eng Manchester City,es Real Madrid,4,0,1,2.38,1.77,4.15,2.23,4.0,28.08,4.0,15.08,6.54,0.43,0.15,0.34,0.38,0.89,37,2.17,1.75,3.92,1.92,3.67,27.92,3.75,15.33,6.17,0.4,0.13,0.31,1.08,0.78,58
125,eng Manchester City,it Inter,1,0,1,2.38,1.77,4.15,2.23,4.0,28.08,4.0,15.08,6.54,0.43,0.15,0.34,0.38,0.89,37,1.46,1.31,2.77,1.38,2.69,21.62,2.69,12.77,4.77,0.37,0.11,0.29,0.85,0.81,57
